               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.029335,            0.013476,                   0,             0.93548,             0.89506,             0.93708,             0.39821,             0.03592,           0.0086003,                   0,           0.0060838,           0.0060838,           0.0060838
                 150,            0.029627,            0.013016,                   0,             0.91063,             0.88272,             0.91394,             0.37647,            0.037626,            0.008911,                   0,           0.0060419,           0.0060419,           0.0060419
                 151,            0.029159,            0.013165,                   0,             0.91822,             0.90104,             0.92955,             0.35411,            0.034665,           0.0080389,                   0,               0.006,               0.006,               0.006
                 152,            0.029861,             0.01312,                   0,             0.92787,             0.87654,             0.91062,             0.38483,            0.032488,            0.009578,                   0,           0.0059581,           0.0059581,           0.0059581
                 153,            0.030146,            0.013689,                   0,             0.92207,             0.87644,             0.90296,             0.38351,            0.036007,           0.0092057,                   0,           0.0059162,           0.0059162,           0.0059162
                 154,            0.028692,            0.013059,                   0,             0.84245,             0.89506,             0.84587,             0.33319,            0.033747,           0.0082093,                   0,           0.0058744,           0.0058744,           0.0058744
                 155,            0.029182,            0.013514,                   0,             0.90795,              0.9133,             0.90898,             0.38204,            0.033928,           0.0087112,                   0,           0.0058325,           0.0058325,           0.0058325
                 156,            0.029949,            0.013468,                   0,             0.94128,             0.89506,             0.92359,             0.38382,            0.031311,           0.0084897,                   0,           0.0057907,           0.0057907,           0.0057907
                 157,            0.028602,            0.013534,                   0,             0.92633,              0.9321,             0.93479,             0.40658,            0.031804,           0.0079715,                   0,           0.0057488,           0.0057488,           0.0057488
                 158,            0.029043,            0.013248,                   0,             0.90499,             0.88272,             0.90702,             0.37552,            0.031623,            0.011149,                   0,            0.005707,            0.005707,            0.005707
                 159,            0.027921,            0.013407,                   0,             0.82044,             0.90741,             0.88326,             0.33625,            0.028865,            0.010545,                   0,           0.0056653,           0.0056653,           0.0056653
                 160,            0.028535,            0.012905,                   0,             0.82187,             0.85802,             0.85389,             0.35765,            0.027361,           0.0095558,                   0,           0.0056236,           0.0056236,           0.0056236
                 161,            0.029366,             0.01352,                   0,             0.79514,             0.83951,             0.83625,             0.34463,            0.026453,           0.0081944,                   0,           0.0055819,           0.0055819,           0.0055819
                 162,            0.027343,            0.012905,                   0,              0.9139,             0.85179,             0.88987,             0.39475,            0.027713,           0.0077445,                   0,           0.0055403,           0.0055403,           0.0055403
                 163,            0.028594,            0.013044,                   0,             0.92618,              0.9321,             0.94531,             0.40951,            0.029792,           0.0082607,                   0,           0.0054987,           0.0054987,           0.0054987
                 164,            0.029217,            0.013385,                   0,             0.92488,             0.91358,             0.92851,             0.40265,            0.028694,           0.0084687,                   0,           0.0054571,           0.0054571,           0.0054571
                 165,            0.028499,            0.013019,                   0,             0.88817,             0.88272,             0.90655,             0.38394,            0.033139,           0.0083735,                   0,           0.0054157,           0.0054157,           0.0054157
                 166,            0.029832,            0.013467,                   0,             0.89088,             0.90712,             0.90614,             0.35162,            0.034941,           0.0099324,                   0,           0.0053743,           0.0053743,           0.0053743
                 167,            0.028932,             0.01284,                   0,             0.90184,             0.90738,             0.90934,             0.35465,            0.036369,           0.0083255,                   0,           0.0053329,           0.0053329,           0.0053329
                 168,             0.02865,            0.012974,                   0,             0.93503,             0.88836,             0.93785,               0.389,            0.032859,           0.0069436,                   0,           0.0052917,           0.0052917,           0.0052917
                 169,            0.027971,            0.013017,                   0,             0.91973,             0.91949,             0.93488,             0.38298,            0.033606,           0.0066692,                   0,           0.0052505,           0.0052505,           0.0052505
                 170,            0.028377,            0.012838,                   0,             0.89678,             0.91358,             0.90529,              0.3811,            0.034876,           0.0065946,                   0,           0.0052094,           0.0052094,           0.0052094
                 171,            0.029633,            0.013109,                   0,             0.86468,             0.87037,             0.89154,             0.37578,            0.034066,           0.0098699,                   0,           0.0051684,           0.0051684,           0.0051684
                 172,            0.028369,             0.01275,                   0,             0.87333,             0.89377,             0.90314,             0.38717,            0.034689,           0.0092885,                   0,           0.0051274,           0.0051274,           0.0051274
                 173,            0.027465,            0.012899,                   0,             0.89935,             0.88272,             0.88966,             0.36694,            0.037329,           0.0090714,                   0,           0.0050866,           0.0050866,           0.0050866
                 174,            0.027875,            0.012706,                   0,             0.89434,             0.88823,             0.90203,             0.36935,            0.036141,           0.0085501,                   0,           0.0050459,           0.0050459,           0.0050459
                 175,            0.028403,            0.012724,                   0,             0.87727,             0.88247,             0.87785,             0.37506,            0.034333,           0.0080587,                   0,           0.0050052,           0.0050052,           0.0050052
                 176,            0.027964,            0.012828,                   0,             0.89023,             0.85185,              0.8718,              0.3827,            0.036841,           0.0090952,                   0,           0.0049647,           0.0049647,           0.0049647
                 177,            0.027524,            0.012785,                   0,             0.88385,             0.84548,             0.87645,              0.3581,            0.037732,           0.0087147,                   0,           0.0049243,           0.0049243,           0.0049243
                 178,            0.026338,            0.013026,                   0,              0.8903,             0.85169,             0.88747,             0.37664,            0.035051,           0.0096139,                   0,            0.004884,            0.004884,            0.004884
                 179,            0.028713,            0.012357,                   0,             0.89861,             0.87654,             0.89827,              0.3529,             0.03743,            0.009716,                   0,           0.0048439,           0.0048439,           0.0048439
                 180,            0.028281,            0.012859,                   0,             0.93232,             0.85185,             0.89007,             0.35735,              0.0401,           0.0084831,                   0,           0.0048038,           0.0048038,           0.0048038
                 181,            0.026973,            0.012744,                   0,             0.90847,             0.85778,             0.87979,             0.36239,            0.039713,           0.0078807,                   0,           0.0047639,           0.0047639,           0.0047639
                 182,            0.027127,            0.012559,                   0,             0.89567,             0.90123,             0.92526,             0.37914,            0.035586,            0.007321,                   0,           0.0047242,           0.0047242,           0.0047242
                 183,            0.026994,            0.012504,                   0,             0.90873,             0.87037,             0.89546,             0.34692,            0.037626,           0.0074162,                   0,           0.0046845,           0.0046845,           0.0046845
                 184,            0.029458,            0.012197,                   0,              0.9427,             0.81481,             0.89217,             0.36413,             0.03986,           0.0077917,                   0,            0.004645,            0.004645,            0.004645
                 185,            0.027417,            0.012685,                   0,             0.90722,             0.84568,             0.89244,             0.39381,            0.036773,           0.0085004,                   0,           0.0046057,           0.0046057,           0.0046057
                 186,            0.027998,            0.012434,                   0,             0.90058,             0.83951,             0.89268,             0.37908,            0.039617,           0.0076242,                   0,           0.0045665,           0.0045665,           0.0045665
                 187,            0.027147,            0.012201,                   0,             0.88656,             0.87037,             0.87521,             0.38814,            0.034769,           0.0080285,                   0,           0.0045275,           0.0045275,           0.0045275
                 188,            0.026815,            0.012309,                   0,             0.90565,             0.88889,             0.90494,             0.38032,            0.036589,           0.0088452,                   0,           0.0044886,           0.0044886,           0.0044886
                 189,            0.026132,            0.012391,                   0,             0.91653,             0.88272,             0.89422,             0.36654,             0.03558,           0.0081031,                   0,           0.0044499,           0.0044499,           0.0044499
                 190,            0.026866,            0.012381,                   0,             0.89676,             0.85787,             0.88523,             0.37668,             0.04117,           0.0072236,                   0,           0.0044114,           0.0044114,           0.0044114
                 191,            0.026806,            0.012299,                   0,             0.90593,             0.83229,             0.87866,              0.3734,            0.038296,           0.0086326,                   0,           0.0043731,           0.0043731,           0.0043731
                 192,            0.026174,            0.012515,                   0,             0.92457,             0.83333,             0.88695,             0.37809,            0.036993,           0.0089231,                   0,           0.0043349,           0.0043349,           0.0043349
                 193,            0.025985,            0.012563,                   0,             0.93332,             0.86405,             0.89822,             0.37727,            0.037463,           0.0082272,                   0,           0.0042969,           0.0042969,           0.0042969
                 194,            0.026426,            0.012235,                   0,             0.86815,             0.85802,             0.85646,             0.36526,            0.038391,           0.0083827,                   0,           0.0042591,           0.0042591,           0.0042591
                 195,            0.027362,            0.011922,                   0,             0.92713,             0.86396,              0.8998,             0.38491,            0.038604,           0.0085609,                   0,           0.0042215,           0.0042215,           0.0042215
                 196,            0.026514,            0.012158,                   0,             0.91612,             0.87641,             0.89096,              0.3694,            0.039887,           0.0095599,                   0,            0.004184,            0.004184,            0.004184
                 197,            0.025727,            0.012327,                   0,             0.88581,              0.8642,             0.87934,             0.35928,            0.037932,           0.0081754,                   0,           0.0041468,           0.0041468,           0.0041468
                 198,            0.025939,            0.012262,                   0,              0.8848,             0.90123,             0.89699,             0.38183,            0.033146,           0.0082809,                   0,           0.0041098,           0.0041098,           0.0041098
                 199,             0.02608,            0.011814,                   0,             0.90624,             0.89493,             0.87516,              0.3757,            0.037068,           0.0087006,                   0,            0.004073,            0.004073,            0.004073
                 200,            0.025654,            0.011826,                   0,             0.89677,             0.85794,             0.89825,              0.3645,            0.033791,            0.010636,                   0,           0.0040364,           0.0040364,           0.0040364
                 201,            0.026789,            0.012103,                   0,             0.93705,             0.82704,             0.90774,             0.36504,             0.03821,           0.0090094,                   0,               0.004,               0.004,               0.004
                 202,            0.026178,            0.011746,                   0,             0.91762,             0.89506,             0.90849,             0.38943,            0.032226,           0.0080395,                   0,           0.0039638,           0.0039638,           0.0039638
                 203,            0.025687,              0.0123,                   0,             0.93463,             0.88258,             0.89102,              0.3636,            0.034755,           0.0075279,                   0,           0.0039279,           0.0039279,           0.0039279
                 204,            0.027225,            0.012229,                   0,             0.89352,             0.88272,             0.87195,              0.3682,            0.038986,           0.0076209,                   0,           0.0038922,           0.0038922,           0.0038922
                 205,            0.026404,            0.012162,                   0,              0.9139,             0.85174,             0.89132,             0.37476,             0.03915,           0.0076171,                   0,           0.0038567,           0.0038567,           0.0038567
                 206,            0.025835,            0.011915,                   0,             0.91139,             0.88881,             0.88492,             0.37527,            0.039761,           0.0081773,                   0,           0.0038214,           0.0038214,           0.0038214
                 207,            0.026329,            0.011789,                   0,             0.90184,             0.90741,              0.9073,              0.3877,            0.034174,           0.0084616,                   0,           0.0037864,           0.0037864,           0.0037864
                 208,            0.025731,            0.012216,                   0,             0.93906,             0.85802,             0.91424,             0.37825,            0.033273,           0.0088555,                   0,           0.0037517,           0.0037517,           0.0037517
                 209,            0.026324,             0.01161,                   0,             0.93834,             0.84568,             0.90008,             0.37774,            0.037507,            0.010631,                   0,           0.0037171,           0.0037171,           0.0037171
                 210,            0.025877,             0.01186,                   0,             0.89304,             0.87617,             0.89808,             0.38787,            0.037128,           0.0086988,                   0,           0.0036829,           0.0036829,           0.0036829
                 211,              0.0258,            0.012008,                   0,             0.91886,             0.83951,             0.87882,             0.38227,            0.039437,           0.0082477,                   0,           0.0036489,           0.0036489,           0.0036489
                 212,            0.024126,            0.011507,                   0,             0.90443,             0.87622,             0.89685,             0.37922,            0.040393,           0.0081293,                   0,           0.0036151,           0.0036151,           0.0036151
                 213,             0.02552,            0.011816,                   0,             0.87195,             0.88268,             0.89224,             0.37243,            0.039221,            0.007243,                   0,           0.0035816,           0.0035816,           0.0035816
                 214,            0.025857,            0.012048,                   0,             0.92894,             0.88889,             0.91036,             0.37177,             0.03652,           0.0072953,                   0,           0.0035484,           0.0035484,           0.0035484
                 215,            0.026061,            0.011754,                   0,             0.90505,             0.88262,             0.89238,             0.36327,             0.03054,           0.0081427,                   0,           0.0035154,           0.0035154,           0.0035154
                 216,            0.024844,            0.011901,                   0,             0.89738,             0.86369,             0.89572,             0.38618,            0.035239,           0.0087851,                   0,           0.0034827,           0.0034827,           0.0034827
                 217,            0.025481,            0.011798,                   0,             0.90566,             0.88886,             0.88728,              0.3729,            0.039851,           0.0090584,                   0,           0.0034503,           0.0034503,           0.0034503
                 218,            0.024991,            0.011749,                   0,             0.92664,             0.85802,             0.89195,             0.36724,            0.035208,           0.0085429,                   0,           0.0034182,           0.0034182,           0.0034182
                 219,            0.024931,            0.011826,                   0,             0.89374,             0.88265,              0.8894,             0.37461,            0.035928,           0.0080769,                   0,           0.0033863,           0.0033863,           0.0033863
                 220,             0.02485,            0.011465,                   0,             0.91711,             0.88889,             0.89417,             0.36145,            0.037199,           0.0075199,                   0,           0.0033548,           0.0033548,           0.0033548
                 221,            0.025504,            0.011381,                   0,             0.91215,             0.83321,              0.8657,             0.35616,            0.039196,           0.0085422,                   0,           0.0033235,           0.0033235,           0.0033235
                 222,            0.025376,            0.011809,                   0,             0.88607,             0.86414,             0.86878,             0.35535,            0.039399,           0.0078726,                   0,           0.0032925,           0.0032925,           0.0032925
                 223,             0.02531,            0.011261,                   0,             0.92806,             0.87654,             0.89836,             0.37303,            0.036661,           0.0069746,                   0,           0.0032618,           0.0032618,           0.0032618
                 224,            0.023465,            0.011622,                   0,             0.90384,             0.87031,             0.90655,             0.37702,            0.035553,           0.0082646,                   0,           0.0032314,           0.0032314,           0.0032314
                 225,            0.025202,            0.010855,                   0,              0.9139,             0.85181,             0.87622,             0.36588,            0.036446,            0.009719,                   0,           0.0032013,           0.0032013,           0.0032013
                 226,            0.025068,            0.011534,                   0,              0.9044,             0.87654,             0.88203,             0.37421,            0.036236,           0.0077722,                   0,           0.0031716,           0.0031716,           0.0031716
                 227,            0.024623,            0.011613,                   0,             0.86979,             0.90714,             0.88323,             0.36215,            0.038313,           0.0082759,                   0,           0.0031421,           0.0031421,           0.0031421
                 228,            0.023952,            0.011237,                   0,             0.91284,             0.91975,             0.90385,             0.38083,            0.033734,           0.0091277,                   0,            0.003113,            0.003113,            0.003113
                 229,            0.023662,            0.011484,                   0,             0.92255,              0.8823,             0.91366,             0.38874,            0.036963,           0.0095958,                   0,           0.0030841,           0.0030841,           0.0030841
                 230,            0.023755,            0.011248,                   0,             0.87508,             0.87037,             0.87121,             0.37297,              0.0391,           0.0089726,                   0,           0.0030556,           0.0030556,           0.0030556
                 231,            0.023422,              0.0115,                   0,             0.87268,             0.88889,             0.86105,             0.35582,            0.034829,            0.007549,                   0,           0.0030274,           0.0030274,           0.0030274
                 232,            0.024919,            0.011735,                   0,             0.89374,             0.88272,             0.88375,             0.37026,            0.036647,            0.008089,                   0,           0.0029996,           0.0029996,           0.0029996
                 233,            0.023383,            0.011096,                   0,             0.89873,             0.87647,             0.88692,             0.37678,            0.039924,           0.0085597,                   0,            0.002972,            0.002972,            0.002972
                 234,            0.024075,            0.011352,                   0,             0.92884,             0.89506,             0.89589,             0.36645,            0.040916,            0.008206,                   0,           0.0029448,           0.0029448,           0.0029448
                 235,            0.024505,            0.011589,                   0,             0.90049,             0.89506,             0.90267,             0.38285,            0.037919,            0.009648,                   0,           0.0029179,           0.0029179,           0.0029179
                 236,            0.023922,            0.011136,                   0,             0.89475,             0.89506,             0.90397,             0.37364,            0.038768,           0.0084625,                   0,           0.0028914,           0.0028914,           0.0028914
                 237,             0.02366,            0.010739,                   0,              0.9299,             0.90123,             0.89902,             0.37333,            0.036925,           0.0088728,                   0,           0.0028652,           0.0028652,           0.0028652
                 238,            0.023622,             0.01107,                   0,             0.91587,             0.87654,             0.87534,             0.36698,            0.038439,           0.0091371,                   0,           0.0028394,           0.0028394,           0.0028394
                 239,            0.023259,            0.011284,                   0,             0.90908,             0.86409,             0.87379,             0.35473,               0.037,           0.0094682,                   0,           0.0028139,           0.0028139,           0.0028139
                 240,            0.022533,            0.011026,                   0,             0.90175,             0.90647,             0.89696,             0.37194,             0.03153,             0.00901,                   0,           0.0027887,           0.0027887,           0.0027887
                 241,            0.023134,            0.011266,                   0,             0.93081,             0.91341,             0.91924,             0.37419,            0.035376,           0.0086498,                   0,           0.0027639,           0.0027639,           0.0027639
                 242,            0.023607,            0.010611,                   0,             0.90123,             0.90116,             0.90575,             0.36879,            0.039234,           0.0082022,                   0,           0.0027395,           0.0027395,           0.0027395
                 243,              0.0235,            0.011206,                   0,             0.88749,             0.87654,             0.88859,              0.3837,             0.03803,           0.0091644,                   0,           0.0027154,           0.0027154,           0.0027154
                 244,            0.023818,            0.010903,                   0,             0.90601,             0.83333,             0.88101,             0.38927,              0.0369,           0.0091558,                   0,           0.0026917,           0.0026917,           0.0026917
                 245,            0.023153,             0.01094,                   0,             0.89869,              0.8761,             0.90384,             0.37866,            0.035754,           0.0098673,                   0,           0.0026683,           0.0026683,           0.0026683
                 246,            0.023038,             0.01081,                   0,             0.91517,             0.87037,             0.89438,             0.37722,             0.03774,           0.0092792,                   0,           0.0026453,           0.0026453,           0.0026453
                 247,            0.024373,            0.011074,                   0,             0.92084,              0.8642,             0.89189,             0.34678,            0.038115,           0.0085363,                   0,           0.0026227,           0.0026227,           0.0026227
                 248,             0.02354,            0.010484,                   0,              0.8892,             0.84568,             0.85837,             0.34742,            0.036509,           0.0096007,                   0,           0.0026004,           0.0026004,           0.0026004
                 249,              0.0231,            0.011086,                   0,             0.89028,             0.85146,             0.84505,               0.344,            0.039749,           0.0091344,                   0,           0.0025785,           0.0025785,           0.0025785
                 250,            0.024379,            0.010828,                   0,             0.89858,             0.87654,             0.88477,             0.35143,            0.035848,           0.0094407,                   0,            0.002557,            0.002557,            0.002557
                 251,            0.023174,            0.011256,                   0,              0.8773,             0.88268,             0.87864,             0.35705,             0.03814,           0.0088834,                   0,           0.0025359,           0.0025359,           0.0025359
                 252,            0.022806,              0.0111,                   0,             0.92202,             0.87654,             0.90324,             0.37236,            0.037342,           0.0081459,                   0,           0.0025151,           0.0025151,           0.0025151
                 253,            0.023257,            0.011019,                   0,             0.88092,             0.91358,             0.89762,             0.38045,            0.037255,           0.0077711,                   0,           0.0024948,           0.0024948,           0.0024948
                 254,            0.023158,            0.010968,                   0,             0.88459,             0.85185,             0.87229,             0.36835,            0.036052,           0.0085608,                   0,           0.0024748,           0.0024748,           0.0024748
                 255,            0.024289,            0.010934,                   0,             0.88482,             0.90102,             0.88322,             0.37368,            0.035619,           0.0088943,                   0,           0.0024552,           0.0024552,           0.0024552
                 256,            0.023177,            0.010998,                   0,             0.87456,             0.90741,             0.89354,              0.3835,            0.034883,           0.0091897,                   0,            0.002436,            0.002436,            0.002436
                 257,            0.022579,             0.01094,                   0,             0.90683,             0.90123,             0.90745,             0.38739,            0.035781,           0.0099633,                   0,           0.0024172,           0.0024172,           0.0024172
                 258,            0.023829,            0.010579,                   0,             0.91873,             0.90741,             0.90878,             0.38673,            0.037712,           0.0094618,                   0,           0.0023987,           0.0023987,           0.0023987
                 259,            0.023309,             0.01104,                   0,             0.93459,             0.88272,             0.90045,             0.38393,            0.040152,           0.0099442,                   0,           0.0023807,           0.0023807,           0.0023807
                 260,            0.022384,            0.010589,                   0,             0.90183,             0.90727,             0.89159,             0.36011,             0.03912,             0.01014,                   0,           0.0023631,           0.0023631,           0.0023631
                 261,              0.0231,            0.010905,                   0,             0.92277,             0.88889,             0.88327,             0.35734,            0.039784,           0.0091486,                   0,           0.0023458,           0.0023458,           0.0023458
                 262,            0.023262,            0.010788,                   0,             0.86176,             0.88889,             0.89384,             0.36068,            0.036473,           0.0086094,                   0,            0.002329,            0.002329,            0.002329
                 263,            0.022667,            0.010718,                   0,             0.88269,             0.88248,             0.87853,             0.36913,            0.032485,           0.0090124,                   0,           0.0023125,           0.0023125,           0.0023125
                 264,            0.023807,            0.010791,                   0,             0.91971,             0.91925,             0.90523,             0.38574,            0.038954,           0.0090878,                   0,           0.0022965,           0.0022965,           0.0022965
                 265,            0.022434,            0.010772,                   0,             0.94613,             0.87037,             0.91648,             0.38806,            0.037166,            0.010473,                   0,           0.0022809,           0.0022809,           0.0022809
                 266,            0.022453,             0.01074,                   0,             0.91666,             0.88268,             0.91673,             0.39389,            0.034247,           0.0090433,                   0,           0.0022657,           0.0022657,           0.0022657
                 267,            0.021804,            0.010692,                   0,             0.87037,             0.91358,             0.90701,             0.38213,            0.036793,           0.0091678,                   0,           0.0022509,           0.0022509,           0.0022509
                 268,            0.023168,             0.01087,                   0,             0.92356,             0.89495,             0.91614,             0.38577,            0.034266,           0.0089218,                   0,           0.0022365,           0.0022365,           0.0022365
                 269,            0.021644,            0.010314,                   0,             0.92555,             0.84568,             0.89128,             0.37989,             0.03515,           0.0094053,                   0,           0.0022225,           0.0022225,           0.0022225
                 270,            0.022337,            0.010503,                   0,             0.92356,               0.895,             0.91604,             0.39382,            0.039178,           0.0087353,                   0,           0.0022089,           0.0022089,           0.0022089
                 271,            0.023469,            0.010384,                   0,             0.94663,             0.87654,             0.91595,             0.40003,            0.041043,           0.0082875,                   0,           0.0021958,           0.0021958,           0.0021958
                 272,            0.022068,            0.010575,                   0,             0.89632,             0.90716,             0.90932,             0.38452,            0.037928,           0.0084228,                   0,            0.002183,            0.002183,            0.002183
                 273,            0.022854,            0.010777,                   0,             0.88022,             0.90723,             0.88702,             0.36812,            0.034541,            0.007989,                   0,           0.0021707,           0.0021707,           0.0021707
                 274,            0.022511,             0.01077,                   0,             0.88718,             0.87654,             0.88735,             0.35073,            0.036699,           0.0089076,                   0,           0.0021588,           0.0021588,           0.0021588
                 275,            0.022299,            0.010938,                   0,             0.87179,             0.88272,             0.88798,              0.3681,            0.036615,           0.0084983,                   0,           0.0021473,           0.0021473,           0.0021473
                 276,            0.021914,            0.010876,                   0,              0.9101,             0.87654,             0.91068,             0.37975,            0.036537,           0.0083303,                   0,           0.0021363,           0.0021363,           0.0021363
                 277,            0.022302,             0.01063,                   0,             0.88271,             0.88262,             0.88751,             0.38317,            0.034117,           0.0080399,                   0,           0.0021257,           0.0021257,           0.0021257
                 278,            0.021748,            0.010388,                   0,             0.87686,             0.88889,             0.88595,             0.39005,            0.034798,           0.0082116,                   0,           0.0021155,           0.0021155,           0.0021155
                 279,            0.023318,            0.010586,                   0,             0.90485,             0.88272,             0.89398,             0.38203,            0.035477,           0.0081729,                   0,           0.0021057,           0.0021057,           0.0021057
                 280,            0.021162,            0.010494,                   0,             0.87386,             0.85802,             0.85486,             0.37332,            0.034612,           0.0084838,                   0,           0.0020963,           0.0020963,           0.0020963
                 281,            0.022166,            0.010515,                   0,             0.86554,             0.87654,             0.86206,             0.37174,            0.035053,           0.0087176,                   0,           0.0020874,           0.0020874,           0.0020874
                 282,            0.022819,            0.010513,                   0,             0.88703,             0.87654,             0.88878,             0.37535,            0.035054,           0.0087702,                   0,           0.0020789,           0.0020789,           0.0020789
                 283,            0.022304,            0.010422,                   0,             0.93184,             0.84568,             0.91036,             0.38834,            0.034531,           0.0090711,                   0,           0.0020709,           0.0020709,           0.0020709
                 284,            0.022213,            0.010328,                   0,             0.88956,             0.89494,             0.88469,             0.37968,            0.034762,           0.0084755,                   0,           0.0020632,           0.0020632,           0.0020632
                 285,            0.021271,             0.01043,                   0,             0.87578,             0.87036,             0.87564,             0.37247,            0.038677,           0.0090631,                   0,            0.002056,            0.002056,            0.002056
                 286,             0.02196,            0.010282,                   0,             0.90444,             0.87635,             0.89112,             0.38825,            0.036041,            0.008056,                   0,           0.0020492,           0.0020492,           0.0020492
                 287,            0.022219,              0.0108,                   0,             0.90908,              0.8641,             0.88757,             0.37567,            0.035497,           0.0078521,                   0,           0.0020429,           0.0020429,           0.0020429
                 288,            0.022232,            0.010412,                   0,             0.88411,             0.89471,             0.87806,             0.35902,            0.036342,           0.0085189,                   0,            0.002037,            0.002037,            0.002037
                 289,            0.022168,            0.010742,                   0,             0.86818,             0.89506,             0.88348,             0.37266,            0.037887,           0.0090554,                   0,           0.0020315,           0.0020315,           0.0020315
                 290,            0.021714,            0.010133,                   0,             0.85198,             0.88889,             0.89314,             0.36742,            0.038648,           0.0086525,                   0,           0.0020265,           0.0020265,           0.0020265
                 291,            0.021395,            0.010214,                   0,             0.86127,             0.88272,             0.87889,             0.36898,            0.038059,           0.0078343,                   0,           0.0020219,           0.0020219,           0.0020219
                 292,            0.021488,            0.010451,                   0,             0.91024,             0.87639,             0.87505,             0.36138,            0.037075,            0.007837,                   0,           0.0020178,           0.0020178,           0.0020178
                 293,             0.02237,            0.010432,                   0,              0.9013,             0.84553,             0.87755,             0.36501,            0.036453,           0.0081459,                   0,            0.002014,            0.002014,            0.002014
                 294,            0.021971,            0.010813,                   0,             0.90599,             0.89506,             0.89457,             0.37949,            0.035602,           0.0086774,                   0,           0.0020107,           0.0020107,           0.0020107
                 295,            0.022045,            0.010141,                   0,             0.89921,             0.88272,             0.88456,             0.38611,            0.035949,           0.0087371,                   0,           0.0020079,           0.0020079,           0.0020079
                 296,            0.022049,            0.010556,                   0,             0.91704,             0.88889,             0.90446,             0.38563,            0.032708,           0.0086661,                   0,           0.0020055,           0.0020055,           0.0020055
                 297,            0.022288,            0.010364,                   0,             0.90182,             0.90741,             0.90683,             0.37751,            0.035754,           0.0083226,                   0,           0.0020035,           0.0020035,           0.0020035
                 298,            0.022981,            0.010011,                   0,             0.90059,              0.8948,             0.89314,             0.37946,            0.035391,           0.0086546,                   0,            0.002002,            0.002002,            0.002002
                 299,            0.021584,            0.010481,                   0,             0.89488,             0.89506,             0.91146,             0.39712,            0.035163,           0.0088503,                   0,           0.0020009,           0.0020009,           0.0020009
